"LUGAR","lon","lat"
"IMAGEN-PUERTO DE LA MORCUERA            ",-3.66735,40.38406
"ESPINAR-GUABAIRO                        ",-3.7450815,40.3877261
"MEJIA LEQUERICA 2                       ",-3.6973622,40.4262437
"AV GENERAL FANJUL 2                     ",-3.765056,40.3845979
"A III KM 4,200 M 40                     ",-3.6970276,40.3645391
"DOCTOR ESQUERDO-SANTA SABINA            ",-3.6709215,40.4054442
"MONTE ULIA-ROBLES                       ",-3.670237,40.3968133
"PZ NAVARROS SN                          ",-3.7085784,40.4296987
"CRA SAN JERONIMO-SEVILLA                ",-3.6990104,40.4164989
"ANTONIO DE LEYVA 65                     ",-3.7159625,40.3894623
"DIVINO VALLES-EMBAJADORES               ",-3.6962555,40.3963411
"JUAN PANTOJA 10                         ",-3.7043669,40.4501633
"GENERAL YAGUE 4                         ",-3.6912074,40.4563842
"DOCTOR BELLIDO 32                       ",-3.6681862,40.3840695
"ANTONIO LOPEZ 65                        ",-3.70772,40.3941173
"OCA 19                                  ",-3.73452,40.38958
"M 30 KM 15 15XC06                       ",-3.7224778,40.4210557
"ARENAL 17                               ",-3.7077184,40.4174051
"RAIMUNDO FDEZ VILLAVERDE 39             ",-3.6994911,40.4469415
"AV PABLO IGLESIAS 16                    ",-3.70681,40.4451899
"AV ALBUFERA 311                         ",-3.63224,40.38456
"MISTERIOS-VIRGEN DE LLUC                ",-3.6405326,40.4395027
"O'DONNELL-ANTONIO ACUÑA                 ",-3.678915,40.4217241
"AV PABLO NERUDA 85                      ",-3.6576362,40.3812659
"MELENDEZ VALDES 72                      ",-3.7178033,40.4331977
"AV VALDEMARIN 167                       ",-3.7941092,40.4673867
"GRAN VIA-CABALLERO DE GRACIA            ",-3.7007027,40.4196086
"HERMANOS GARCIA NOBLEJAS 158            ",-3.6295706,40.4246947
"AV MAYORAZGO                            ",-3.6253235,40.3667783
"ORENSE 22                               ",-3.6947105,40.4508579
"GENERAL RICARDOS 70                     ",-3.7225858,40.3943023
"AV NUESTRA SEÑORA DE FATIMA 51          ",-3.7469191,40.3837651
"AV PABLO NERUDA 33                      ",-3.6450584,40.3870091
"ESFINGE 55                              ",-3.6086213,40.4423173
"CTA SAN VICENTE                         ",-3.7179341,40.4202114
"AV PIO XII 21 ALCAMPO                   ",-3.6750523,40.4627244
"YEBENES-DUQUESA DE PARCENT              ",-3.7536589,40.3958628
"OCA 74                                  ",-3.7399782,40.3892282
"GOYA-CONDE DE PEÑALVER                  ",-3.6757322,40.4247891
"AV ALBUFERA 95                          ",-3.6613101,40.3942962
"ARROYO DEL OLIVAR 74                    ",-3.6605961,40.3912974
"ROGELIO FOLGUERAS-AV ALBUFERA           ",-3.660048,40.3934994
"AV PRINCESA JUANA AUSTRIA F 36          ",-3.7199443,40.3713382
"DOCTOR ESQUERDO 219                     ",-3.6741487,40.4014552
"AV CARABANCHEL ALTO M 40                ",-3.7521306,40.372111
"FERRAZ 94                               ",-3.7215548,40.4308349
"ARROYO DEL OLIVAR 2                     ",-3.6661925,40.3939083
"PZ VAZQUEZ DE MELLA                     ",-3.6990886,40.4208393
"MAURICIO LEGENDRE 17                    ",-3.6864873,40.4708665
"M 14                                    ",-3.5923175,40.4415981
"JOSE DEL HIERRO-E G FERNANDEZ           ",-3.6465652,40.4380366
"FUENCARRAL 100                          ",-3.7018293,40.4280676
"AV MONTE IGUELDO 10                     ",-3.66801,40.39693
"ISLA MALAITA-CESAR MANRIQUE             ",-3.7208723,40.474344
"GRAVINA-FUENCARRAL                      ",-3.6973905,40.4229293
"MANUEL POMBO ANGULO 18                  ",-3.6554922,40.5072579
"AV MONASTERIO SILOS-M PAULAR            ",-3.704201,40.5034143
"BARCELO-LARRA                           ",-3.6998185,40.4267602
"VITRUVIO 8                              ",-3.6887408,40.4427803
"AV ALBUFERA 98                          ",-3.6618848,40.3943167
"AV POBLADOS M 40                        ",-3.7672128,40.389659
"ARROYO FONTARRON 39                     ",-3.6510365,40.4041539
"PO CASTELLANA-AV GRAL PERON             ",-3.6973145,40.4522553
"RODRIGUEZ MARIN 84                      ",-3.6785854,40.4513131
"AV ALBUFERA 44                          ",-3.6660209,40.3964887
"AV BADAJOZ 23                           ",-3.6504644,40.4438053
"TELLEZ 30                               ",-3.67862,40.4017219
"AV MONFORTE DE LEMOS 105                ",-3.7060701,40.4787478
"TOLEDO 123                              ",-3.7110934,40.4076034
"GENERAL RICARDOS 151                    ",-3.7306169,40.3889729
"MOVINDA 2                               ",-3.6371483,40.4372259
"AV CORDOBA 21                           ",-3.6970336,40.3836445
"ORENSE 28                               ",-3.6947744,40.4519794
"PRINCESA-ROMERO ROBLEDO                 ",-3.7179777,40.4330247
"ARTURO SORIA 126                        ",-3.6507593,40.4499968
"PRINCESA 90                             ",-3.7181716,40.4338548
"CRA SAN JERONIMA 2                      ",-3.702082,40.4165719
"VILLACASTIN 25                          ",-3.6898848,40.4925712
"MESON DE PAREDES-SOMBRERETE             ",-3.702708,40.4077023
"DELFIN 10                               ",-3.7078513,40.3951638
"CORAZON DE MARIA 2                      ",-3.6718568,40.4401758
"RUDA-SANTA ANA                          ",-3.7078094,40.4104135
"SERRANO 232-RODRIGUEZ MARIN             ",-3.6785873,40.4537833
"UNANIMIDAD 62                           ",-3.6853672,40.3588286
"CTA SANTO DOMINGO 22                    ",-3.7084567,40.4197098
"ALCALA 50                               ",-3.6915892,40.4193315
"MANUEL MARIA ARRILLAGA                  ",-3.6607537,40.4066898
"ALMADEN-PO PRADO                        ",-3.6921271,40.4137818
"SAMANIEGO 12                            ",-3.5821257,40.4440151
"SANTA ISABEL 2                          ",-3.6996623,40.4122633
"AV BURGOS 4                             ",-3.6760518,40.4698066
"PEDRO ANTONIO DE ALARCON                ",-3.640875,40.4275178
"CONDE DUQUE 7                           ",-3.7113437,40.4262365
"PO PRADO F PINTOR VELAZQUEZ             ",-3.6921271,40.4137818
"PRECIADOS 2                             ",-3.7040045,40.417292
"ALFONSO XIII SN                         ",-3.7263904,40.4471113
"GARCIA DE PAREDES 1                     ",-3.7038214,40.4372579
"PONZANO 51                              ",-3.699212,40.4408246
"GENERAL RICARDOS 182                    ",-3.7346012,40.38681
"AV VALLADOLID 9                         ",-3.7272122,40.4261696
"PRINCESA 21                             ",-3.7136303,40.4266676
"M 30 KM 9,600 LAT CALZADA 1             ",-3.7224778,40.4210557
"LOPEZ GRASS 2                           ",-3.6614737,40.3944702
"LUCIO DEL VALLE 8                       ",-3.7077168,40.4401415
"AGUSTIN DE FOXA 19                      ",-3.687248,40.468665
"BOCANGEL 35                             ",-3.6626012,40.4270088
"PO ACACIAS-GTA PIRAMIDES                ",-3.7133893,40.4008177
"SAN ZACARIAS-AV MANZANARES              ",-3.7001789,40.3903103
"PO SANTA MARIA CABEZA-A LOPEZ           ",-3.706755,40.393551
"CAFETO-HERMANOS RUIZ                    ",-3.6913256,40.4130329
"GTA PUERTA DE TOLEDO 1                  ",-3.71099,40.40723
"PO ERMITA DEL SANTO-S AMBROSIO          ",-3.7247309,40.404548
"CAPITAN HAYA 54                         ",-3.6915106,40.4623485
"GTA EMBAJADORES 1                       ",-3.7027286,40.4047853
"ANTONIO LOPEZ 210                       ",-3.6978065,40.3863448
"CARRETAS 19                             ",-3.7031582,40.4157405
"EMBAJADORES-BRONCE                      ",-3.69099,40.38786
"ZURBARAN-PO CASTELLANA                  ",-3.6897514,40.429409
"PEDRO ANTONIO ALARCON-G CETINA          ",-3.640875,40.4275178
"MALDONADO 79                            ",-3.6739967,40.4335032
"JOSEFA HONRADO SN                       ",-3.742864,40.3919271
"AV ALBUFERA 83                          ",-3.6621457,40.3947955
"PO CASTELLANA 2                         ",-3.689562,40.4263036
"LOMBIA-GOYA                             ",-3.6726079,40.4246285
"CARCASTILLO-BELZUNEGUI                  ",-3.7393028,40.377139
"ALJARAFE 6                              ",-3.6648925,40.3741984
"VIA LUSITANA-FARO CENTRO                ",-3.72536,40.381
"AV PIO XII 50",-3.6728441,40.4694226
"MENDIVIL 57",-3.6623737,40.3992207
"PO ARTILLEROS-VILLACARLOS",-3.6093438,40.406576
"PO REINA CRISTINA 1                     ",-3.6851961,40.4065945
"MARCELO USERA 142                       ",-3.7114198,40.3852932
"TRAV BELEN 3                            ",-3.6965382,40.4240829
"EXPLANADA                               ",-3.712081,40.4486464
"AV BUENOS AIRES 86                      ",-3.6531556,40.3790391
"ANSAR 27                                ",-3.7407121,40.4038995
"ALCALA-AYALA                            ",-3.6705928,40.4272002
"M 30 CALZADA 2 RAMAL RJ                 ",-3.7224778,40.4210557
"PO PIN.ROSALES S/N                      ",-3.7217838,40.427922
"AV PORTUGAL 175 TUNEL                   ",-3.7405785,40.4095664
"BENIMAMET 121                           ",-3.684227,40.3441942
"MARTINEZ VILLERGAS 52                   ",-3.6565919,40.4454386
"SEBASTIAN ELCANO 24                     ",-3.6980481,40.4048736
"SAN CUGAT DEL VALLES 3                  ",-3.6935274,40.4970007
"M 30 KM 8 LATERAL CALZADA 2             ",-3.7224778,40.4210557
"COSTA BRAVA 49                          ",-3.7120398,40.4969004
"DOCTOR SANCHEZ-PUERTO BALBARAN",-3.6670668,40.3811447
"SAN ILDEFONSO 26                        ",-3.6958646,40.4100637
"ELFO-HERMANOS DE PABLO                  ",-3.6450185,40.4360953
"SAN MARTIN 2                            ",-3.7068795,40.4175394
"URQUIZA-ALCALA                          ",-3.6463098,40.4339791
"PRINCESA INTERCAMBIADOR                 ",-3.7192251,40.4341391
"DEHESA DE VICALVARO 11",-3.6069183,40.3994435
"MARTIN SOLER 6                          ",-3.6969742,40.4024793
"PO CASTELLANA-PZ SAN J CRUZ             ",-3.689517,40.4533356
"VELILLA 14                              ",-3.6073672,40.4038247
"SANTA ENGRACIA 135",-3.7023056,40.4425995
"CRISTOBAL BORDIU-STA ENGRACIA",-3.70343,40.44317
"SANTA PETRONILA PQ AMISTAD              ",-3.6921105,40.3483477
"AV MORERAS-AV DR F RUBIO GALI           ",-3.7136228,40.4532651
"AV FUERZAS ARMADAS 110                  ",-3.632703,40.486134
"CALLE 30 AV CIUDAD BARCELONA            ",-3.6706069,40.3962447
"AV CARABANCHEL ALTO 136                 ",-3.7539117,40.3639055
"AV ASTURIAS-CONDE DE SERRALLO           ",-3.6913957,40.4669484
"LOMAS DE HORCAJO                        ",-3.6665274,40.396103
"CALLE 30 15RE04                         ",-3.6748806,40.3917495
"CONIFERAS-AV ANDALUCIA                  ",-3.6940677,40.3671756
"PO HABANA 15",-3.6882194,40.4500222
"SIERRA GORDA-ENRIQUE G ALVAREZ          ",-3.6181504,40.3807367
"SANDALIO LOPEZ 27                       ",-3.6904663,40.4931294
"AV CORDOBA 13                           ",-3.6985271,40.385818
"AV PESETA-AV CARABANCHEL ALTO           ",-3.75466,40.36249
"ESTAFETA 19                             ",-3.6921387,40.3725218
"RAIGRAS 12                              ",-3.7144792,40.3797756
"TORRELAGUNA FTE 125                     ",-3.6570581,40.4482885
"PO RUPERTO CHAPI FAROLA 21              ",-3.7234957,40.4343928
"CUCHILLEROS 14                          ",-3.7082434,40.4139109
"GENERAL RICARDOS-L MEMBRIVES            ",-3.716644,40.396301
"RDA TOLEDO FTE 18                       ",-3.7090733,40.4062174
"AV DEMOCRACIA-ARBOLEDA                  ",-3.62578,40.38415
"M 30 TUNEL 14XL24                       ",-3.7224778,40.4210557
"CARLOS AURIOLES 8                       ",-3.6655918,40.3838672
"AV MONASTERIO DE SILOS 2                ",-3.71607,40.49871
"M 40 KM 19,800                          ",-3.6970276,40.3645391
"PO FEDERICO GARCIA LORCA-M AYA          ",-3.6220233,40.3774518
"CTRA FORTUNA                            ",-3.7718819,40.3653728
"RAFAEL SALGADO-PADRE DAMIAN             ",-3.6870705,40.4541562
"AV PIO XII 110                          ",-3.6780955,40.4755701
"TOLEDO 134                              ",-3.7128663,40.4047158
"GT PTE SEGOVIA-SAAVE. FAJARDO           ",-3.724932,40.4140587
"AV PABLO NERUDA-G PINGARRON             ",-3.6460143,40.3865247
"JACINTO VERDAGUER 13                    ",-3.7156212,40.3956957
"FELIX RODRIGUEZ FUENTE 45               ",-3.6583118,40.4162123
"AV VIRGEN DEL CARMEN 48                 ",-3.6509248,40.4747732
"M 507 KM 15 VIA SERVICIO                ",-3.70831,40.55175
"A 3 KM 3,200                            ",-3.58966,40.3698956
"AV PORTUGAL FTE 155                     ",-3.7341338,40.4126877
"ANCORA-VARA DE REY                      ",-3.6895114,40.4006278
"ROMERO ROBLEDO 11                       ",-3.7196994,40.4321797
"MESONERO ROMANOS 13                     ",-3.7040118,40.4204818
"SACRAMENTO 11                           ",-3.7123174,40.4148966
"SAN LUCIANO 4                           ",-3.6990772,40.3628992
"BARCO 1                                 ",-3.7029532,40.4211155
"BALBINA VALVERDE 28                     ",-3.6878041,40.449329
"DOCTOR ESQUERDO 50                      ",-3.6695878,40.4175255
"PZ ENCUENTRO-AV MORATALAZ               ",-3.6510935,40.4058287
"BRAVO MURILLO 115                       ",-3.703989,40.4484976
"BRAVO MURILLO 66                        ",-3.7037921,40.444082
"RDA VALENCIA 28                         ",-3.7020137,40.4051898
"AV POBLADOS-DULCE Y SALADO              ",-3.7309838,40.3823481
"AV CORDOBA 2                            ",-3.699293,40.386715
"HIGUERAS-LUIS PANDO                     ",-3.7453442,40.402843
"SAN JAIME 48                            ",-3.6267919,40.3797538
"CLEMENTE FERNANDEZ-GENSERICO            ",-3.7367114,40.4079482
"RELATORES 18                            ",-3.7033375,40.4129175
"BRAVO MURILLO 342                       ",-3.6945813,40.4645629
"TOLEDO-CONCEPCION JERONIMA              ",-3.706592,40.413935
"AÑASTRO 33                              ",-3.6606395,40.4694364
"MENDEZ ALVARO FAROLA 153                ",-3.6832124,40.3970309
"PZ C  M NUEVO-ARGANZUELA                ",-3.7102227,40.398897
"CARRETAS 15                             ",-3.7030524,40.4159578
"PO TALLERES 46                          ",-3.668696,40.394211
"ALCALA FTE 77                           ",-3.3635421,40.4819791
"REAL DE ARGANDA-P BRACARONTE            ",-3.61247,40.3791099
"PEÑARANDA DE BRACAMONTE 15              ",-3.6061167,40.371998
"MONTE OLIVETI 11                        ",-3.6675703,40.3981947
"AV ALBERTO ALCOCER 47                   ",-3.6786852,40.4589278
"PO CASTELLANA 13                        ",-3.6902783,40.4277714
"ALCALA 379                              ",-3.6434537,40.4355072
"PO CASTELLANA-C S CARRASCOSA            ",-3.689517,40.4533356
"AV OSA MAYOR-ARANDIGA                   ",-3.7905898,40.4574068
"LAZAGA 3                                ",-3.6989378,40.4572076
"COSTA RICA-PARAGUAY                     ",-3.67237,40.45871
"GODELLA 157                             ",-3.687777,40.3404298
"AV MONTE IGUELDO-ANTONIA CALAS          ",-3.6678473,40.3969767
"MARIA SEVILLA DIAGO 26                  ",-3.6071783,40.4331194
"MARTIN FIERRO-AV JUAN HERRERA           ",-3.7324688,40.438335
"FERMIN CABALLERO                        ",-3.7098704,40.4827024
"AV ABRANTES 54                          ",-3.7285316,40.3806239
"PO ERMITA DEL SANTO SN                  ",-3.7309683,40.3993027
"JOSE SILVA-ARTURO SORIA                 ",-3.6565576,40.4557878
"JACOMETREZO 7                           ",-3.7069036,40.4200933
"CTILLA OLIVOS                           ",-3.68995,40.50205
"CALDAS DE ESTRACH 2                     ",-3.697354,40.4936321
"GTA PIRAMIDES-TOLEDO                    ",-3.7140959,40.4009858
"GENERAL YAGUE-INFANTA MERCEDES          ",-3.6939024,40.455901
"M 616 UPM                               ",-3.7192798,40.4486372
"EMILIO MUÑOZ-CASTILLO DE UCLES          ",-3.6230496,40.434293
"HIGUERAS 45                             ",-3.7450563,40.4052902
"TORQUEMADA-CTRA CANILLAS                ",-3.6394292,40.4652799
"PRADILLO 66                             ",-3.6682848,40.4500378
"TOLEDO 106                              ",-3.7112936,40.4077277
"JAZMIN-LAUD                             ",-3.6630209,40.4822332
"LAUD-JAZMIN                             ",-3.6630209,40.4822332
"JUAN DUQUE-MANZANARES                   ",-3.7187329,40.4113177
"NICOLAS SALMERON-MATAMOROSA             ",-3.6301,40.41942
"JUAN ESPAÑOL-ENRIQUE FUENTES            ",-3.7116024,40.3865757
"ALCALA-ALFONSO XII                      ",-3.6889546,40.4189446
"MARIA DE MOLINA 44                      ",-3.6822957,40.4374525
"AV RAFAEL ALBERTI-AV ALBUFERA           ",-3.640181,40.3874366
"BAHIA DE GANDO 1                        ",-3.592897,40.4653935
"AV PABLO NERUDA-PZ A MADRID             ",-3.6469982,40.3852389
"VILLABLANCA FAROLA 24                   ",-3.7060897,40.4163163
"DOCTOR SALGADO-SIERRA DE MEIRA          ",-3.6634747,40.3991446
"AV POBLADOS A 5                         ",-3.7634511,40.3875894
"ALBARRACIN 7                            ",-3.6348227,40.4379992
"OCAÑA 213                               ",-3.7524657,40.3892629
"SAGASTA 20                              ",-3.6984407,40.4280371
"AV NUESTRA SEÑORA DE FATIMA 91          ",-3.7486746,40.3797707
"RAMON LUJAN 78                          ",-3.7042876,40.3836915
"FUENCARRAL 73                           ",-3.7008404,40.4248721
"OLIVOS 23                               ",-3.719572,40.4442522
"MOSTOLES 44                             ",-3.667761,40.4532419
"DOCTOR ESQUERDO 31                      ",-3.6683845,40.4250768
"GENERAL RICARDOS-NTRA SRA LUZ           ",-3.7421175,40.3828038
"TERCIO 14                               ",-3.7286537,40.3935902
"GOMEZ DE AVELLANEDA 16                  ",-3.6422641,40.4338685
"VADO SANTA CATALINA-PZ LEGAZPI          ",-3.6973866,40.3896498
"OCAÑA 1                                 ",-3.7592442,40.3856403
"GENERAL RICARDOS 1                      ",-3.7164092,40.3972803
"SAN JAIME 10                            ",-3.6290712,40.3777903
"PO CASTELLANA 53                        ",-3.6915473,40.4383317
"SANTA ENGRACIA 126                      ",-3.7011956,40.4416017
"RIOS ROSAS 16                           ",-3.7023848,40.4418022
"AV REAL DE PINTO 8                      ",-3.7063525,40.3479204
"PO VIRGEN PUERTO-MANZANARES             ",-3.7213361,40.4114626
"RDA TOLEDO-PZ C MUNDO NUEVO             ",-3.7090733,40.4062174
"RIOS ROSAS 10                           ",-3.7029414,40.4419279
"AV CIUDAD DE BARCELONA-P BOSCH          ",-3.6747086,40.4012054
"SANZ RASO 36                            ",-3.6598194,40.3942501
"SERRANO                                 ",-3.6862752,40.437866
"GENERAL RICARDOS 224                    ",-3.7399187,40.3845961
"SALAS 2                                 ",-3.7013464,40.4394771
"GRAN VIA 5                              ",-3.6987182,40.4192031
"TENIENTE COMPAIRED 6                    ",-3.708193,40.3821883
"MAQUEDA 121                             ",-3.7619146,40.3882387
"ORENSE 27                               ",-3.6953293,40.4515644
"PZ MONDARIZ 13                          ",-3.705379,40.4783515
"AV PEÑA PRIETA 23                       ",-3.666523,40.4005084
"OCA 2                                   ",-3.7318799,40.388719
"SIERRA TOLEDANA 2                       ",-3.6600105,40.4002222
"RDA TOLEDO 3                            ",-3.7077168,40.4061526
"M 30 KM 0,800 CALZADA 2                 ",-3.7224778,40.4210557
"GUADALCAZAR 7                           ",-3.6684749,40.3803866
"AV PABLO NERUDA 132                     ",-3.6568076,40.3816998
"MARQUES DE URQUIJO 2                    ",-3.7166932,40.4306572
"PO CASTELLANA 48                        ",-3.6875836,40.4346717
"FUENCARRAL 53                           ",-3.7007546,40.4239493
"M 30 CALZADA 1 A 4                      ",-3.6748806,40.3917495
"CASTILLEJOS 14                          ",-3.7060882,40.4561091
"ARTURO SORIA 147                        ",-3.655868,40.4544847
"M 30 4 A CALZADA 1                      ",-3.7224778,40.4210557
"FRAY BERNARDINO SAHAGUN                 ",-3.6832092,40.4615567
"VILLASTAR 15                            ",-3.7113147,40.3434352
"GTA QUEVEDO 8                           ",-3.703942,40.4338291
"HORTALEZA 85                            ",-3.6970852,40.4262914
"MIRABEL 8                               ",-3.7808312,40.3766447
"COLUMELA 13                             ",-3.6863131,40.421268
"M 30 KM 1,800                           ",-3.7224778,40.4210557
"EZEQUIEL SOLANA 36                      ",-3.6455521,40.4311834
"MARIA DE MOLINA 62                      ",-3.6784809,40.4372624
"CONVENIO 59                             ",-3.6714705,40.3892476
"A 6 M 30 CALZADA 1                      ",-3.7224778,40.4210557
"AV MARQUES DE CORBERA 30                ",-3.653685,40.424158
"PZ COMANDANTE LAS MORENAS 5             ",-3.7085457,40.4162046
"JOAQUIN COSTA 26                        ",-3.6840996,40.4434087
"CASALARREINA-CALAHORRA                  ",-3.6132824,40.4091222
"AV LOGROÑO 6                            ",-3.6073069,40.4504733
"FERROCARRIL-CRISTO DEL CAMINO           ",-3.6915246,40.3987727
"FERNANDO DELGADO 8                      ",-3.7496024,40.3827942
"ROBLES-MELQUIADES BIENCINTO             ",-3.6698737,40.3966121
"ESPALTER 3                              ",-3.6909271,40.4129047
"FERNANDEZ DE LA HOZ 11                  ",-3.6951807,40.4318714
"UBEDA SN                                ",-3.6865028,40.4671886
"AV ILUSTRACION M 30 KM 30               ",-3.7439733,40.4743719
"AV NUESTRA SRA VALVANERA 185            ",-3.7436681,40.3946007
"ALONSO CANO 41                          ",-3.6978292,40.4391687
"AV ABRANTES-BESOLLA                     ",-3.7346471,40.3757262
"JOSE ABASCAL 22                         ",-3.6987007,40.4382694
"SANTA ENGRACIA 36                       ",-3.6972723,40.4319867
"LUIS RUIZ 6                             ",-3.639811,40.4325166
"PEÑA NUEVA-PEÑA CERVERA                 ",-3.620108,40.3704133
"GTA QUEVEDO 7                           ",-3.7040498,40.4339593
"M 30 KM 5,900 LAT CALZADA 2             ",-3.7224778,40.4210557
"MARROQUINA-ARROYO PILILLAS              ",-3.6495928,40.4083495
"AV MONFORTE DE LEMOS 83                 ",-3.7023055,40.4795513
"CAMINO VIEJO DE LEGANES 136             ",-3.7308101,40.3818498
"ALBARRACIN 35                           ",-3.6302901,40.4320003
"M 40 A 2                                ",-3.616092,40.458398
"TRAV SAN FERNANDO-PLATERIAS             ",-3.6783927,40.4675181
"BAHIA DE MALAGA 10                      ",-3.5957742,40.4669525
"FENELON-LUCANO                          ",-3.6105733,40.4377876
"QUINTANA 1                              ",-3.648367,40.433678
"ZURBANO 26                              ",-3.69355,40.4292179
"JACINTO VERDAGUER 32                    ",-3.7180411,40.3955609
"JESUS DEL GRAN PODER 8                  ",-3.7031392,40.3887244
"REAL DE ARGANDA FAROLA 35               ",-3.7060897,40.4163163
"M 30 KM 19 CALZADA 1                    ",-3.7224778,40.4210557
"PUENTE DE VIZCAYA                       ",-3.7091376,40.3460939
"ALMENDRALES 30                          ",-3.7002661,40.3855226
"ALCALA-VELAZQUEZ                        ",-3.6845087,40.420995
"PZ SAN JUAN CRUZ-A BETANCOURT           ",-3.6949056,40.4416701
"MONTEMOR                                ",-3.724217,40.3842239
"MARCELO USERA 55                        ",-3.7041802,40.3859191
"SILVIO ABAD 48                          ",-3.7136063,40.3808709
"CAMINO VIEJO DE LEGANES 5               ",-3.7236566,40.3927963
"CRUZ 14                                 ",-3.7018627,40.4155522
"TACONA DEPENDENCIAS DEL CNP             ",-3.639684,40.397476
"SERRANO 154                             ",-3.6854241,40.4444167
"SAGASTA 26                              ",-3.6975554,40.4278818
"SANTA ENGRACIA 107                      ",-3.7000138,40.4373942
"AV ALBUFERA 51                          ",-3.6648106,40.3961266
"PO CASTELLANA 210                       ",-3.6889449,40.4631621
"SAN ANTOLIN 10                          ",-3.7486541,40.3795484
"AV ANDES-BOJ                            ",-3.6192547,40.456451
"CAUNEDO 22                              ",-3.6353491,40.4374696
"A 42 KM 4,300                           ",-3.7039284,40.395762
"MONTEMOR 4                              ",-3.7242019,40.3849131
"MARCELO USERA-PZ FDEZ LADREDA           ",-3.7172975,40.3850827
"RIBADAVIA 9                             ",-3.7106602,40.4723467
"PRINCIPE DE VERGARA-SERRANO             ",-3.6773753,40.4551105
"EDUARDO SANZ 19                         ",-3.6691264,40.3924352
"VELAZQUEZ 3                             ",-3.6846883,40.4214389
"AV RAFAELA YBARRA 88                    ",-3.7123209,40.3699105
"CNO GANAPANES-BAÑEZA                    ",-3.715908,40.4757967
"AV DOCTOR GARCIA TAPIA 31               ",-3.6548568,40.4127782
"PEÑA TREVINCA 1                         ",-3.6605667,40.3922088
"FUENCARRAL 122                          ",-3.7026,40.43014
"PZ CANOVAS DEL CASTILLO 4               ",-3.694733,40.414817
"CARAMUEL 42                             ",-3.72878,40.40948
"PO MELANCOLICOS-SAN EPIFANIO            ",-3.7197085,40.4024633
"MONASTERIO DE LAS HUELGAS 11            ",-3.7072441,40.5016233
"CAROLINA CORONADO 35                    ",-3.6427452,40.4311843
"OCA 18                                  ",-3.7334291,40.3893816
"ESTEBAN COLLANTES 27                    ",-3.6409968,40.4315271
"PEÑA TREVINCA 7                         ",-3.6600794,40.3921395
"FRANCISCO SILVELA 73                    ",-3.6764514,40.4361728
"PO CHOPERA-PZ LEGAZPI                   ",-3.6952015,40.3917202
"JACOMETREZO 4                           ",-3.7071387,40.4203078
"MEJIA LEQUERICA-S ANGUITA               ",-3.698472,40.4269196
"SANTA ENGRACIA 60                       ",-3.6986786,40.4353828
"PARVILLAS BAJAS-PO MORERAS              ",-3.7083703,40.3454324
"AZUCENAS 84                             ",-3.7034591,40.4647204
"PO CASTELLANA-AV A ALCOCER              ",-3.6890221,40.4591548
"MATEO INURRIA 26                        ",-3.6830637,40.4671512
"AV ASTURIAS-CAÑAVERAL                   ",-3.69404,40.46855
"FRAY JOSE CERDEIRIÑA 21                 ",-3.7806752,40.385489
"VENTURA RODRIGUEZ-PRINCESA              ",-3.7133457,40.4271303
"M 30 KM 26,100 CALZADA 1                ",-3.7224778,40.4210557
"VILLAAMIL FAROLA 263                    ",-3.7086761,40.4620177
"FRANCISCO SILVELA 75                    ",-3.6765487,40.4362656
"MENDEZ ALVARO-PLANETA TIERRA            ",-3.6795464,40.3920787
"AV ALBUFERA 134                         ",-3.6573577,40.3919151
"VIA                                     ",-3.7039276,40.420179
"CARRETAS 33                             ",-3.7032269,40.4147101
"HERMANOS GARCIA NOBLEJAS FT 11          ",-3.6297179,40.4263095
"SIERRA DE CADI 2                        ",-3.6602924,40.3933823
"AV VALLADOLID 41                        ",-3.7297245,40.4284259
"PO MORET 2                              ",-3.726438,40.431034
"AV MONASTERIO DE SILOS 26               ",-3.7030389,40.5031683
"AV ALBERTO ALCOCER 38                   ",-3.6815729,40.4583568
"CASTILLO DE UCLES-C SIMANCAS            ",-3.6232871,40.4301579
"ESPINAR-GTA EJERCITO                    ",-3.7450892,40.3879483
"PO MORET 12                             ",-3.7237483,40.4331786
"GENERAL ARANAZ 32                       ",-3.6373168,40.4413389
"AV MONFORTE DE LEMOS 38                 ",-3.7094293,40.478613
"M 30 TUNEL 18RR03                       ",-3.7224778,40.4210557
"FERRAZ-REY FRANCISCO                    ",-3.71739,40.42642
"CTRA BOADILLA DEL MONTE 50              ",-3.7763393,40.3997254
"CTRA VILLAVERDE CARABANCHEL SN          ",-3.7132821,40.3557746
"AV DOCTOR ARCE-PZ R ARGENTINA           ",-3.6817217,40.446622
"AV POBLADOS-DR TOLOSA LATOUR            ",-3.70302,40.371075
"CNO GANAPANES-MELIDE                    ",-3.7147906,40.4718426
"ANTONIA CALAS 13                        ",-3.6683647,40.3973432
"ISAAC PERAL 6                           ",-3.7180947,40.4357114
"PO CASTELLANA 36                        ",-3.6878034,40.4324618
"HPTAL UNIVERSIT INFANTA LEONOR          ",-3.6178463,40.3864149
"AV ABRANTES-C VIEJO LEGANES             ",-3.7336916,40.376441
"MOLINA-PINOS BAJA                       ",-3.70033,40.47087
"GANDIA-CERRO NEGRO                      ",-3.670607,40.3978277
"AV REAL PINTO-DOMINGO PARRAGA           ",-3.7070203,40.3423042
"MONTE PERDIDO-MARTINEZ RIVA             ",-3.6660201,40.3930408
"CACHERO-MONTE PERDIDO                   ",-3.6667144,40.3931007
