"LUGAR","lon","lat"
"AV MENENDEZ PELAYO FAROLA 72            ",-3.677148,40.4137701
"ORENSE 87                               ",-3.6941772,40.4617079
"POETA JOAN MARAGALL-AV G PERON          ",-3.6920091,40.4588701
"LOPEZ HOYOS-AV G VIA HORTALEZA          ",-3.6535726,40.467279
"ALBERTO AGUILERA-GUZMAN BUENO           ",-3.713554,40.4304265
"AV MENENDEZ PELAYO-D OCTUBRE            ",-3.6775972,40.4155885
"RDA ATOCHA 14                           ",-3.6968607,40.4067582
"MANUEL LAMELA 4                         ",-3.7337178,40.3861331
"ROSALEDA                                ",-3.7219103,40.4264992
"FERRAZ 53                               ",-3.7210926,40.4298167
"RETAMA-MENDEZ ALVARO                    ",-3.6756648,40.3950554
"JUAN MIEG SN FTE TANATORIO              ",-3.7306771,40.3718764
"EMBAJADORES-GT EMBAJADORES",-3.7077387,40.4081286
"M 30 CALZADA 1 SANTA FE                 ",-3.7224778,40.4210557
"MAZARREDO-SEGOVIA                       ",-3.7183861,40.4139318
"ARTURO SORIA-AÑASTRO                    ",-3.66614,40.46652
"M 30 CALZADA 2 SALIDA 2C                ",-3.7224778,40.4210557
"AVELINO FERNANDEZ POZA 47               ",-3.6737189,40.3834631
"VIZCAINOS-MARCELINA                     ",-3.6969163,40.4683927
"AV ASTURIAS-VIA LIMITE",-3.6994364,40.4719765
"ROCAFORT 49                             ",-3.6859786,40.3419012
"BLANCA NAVARRA 6                        ",-3.6930305,40.4287463
"ALCALA 27",-3.6985879,40.4183948
"AV MEDITERRANEO-VIRGEN VIÑAS            ",-3.6039356,40.3818128
"MELENDEZ VALDES-GAZTAMBIDE              ",-3.7146262,40.4330572
"M 11 GLORIETA ERMITA                    ",-3.6814028,40.4832592
"VIRGEN DE LAS VIÑAS 7                   ",-3.606048,40.380923
"AV SUR AEROPUERTO TRESPADERNE           ",-3.579523,40.4535458
"CAVANILLES 33                           ",-3.6744615,40.405526
"DOCTOR CARMENA RUIZ SN                  ",-3.7105599,40.3895375
"AV POBLADOS 55                          ",-3.7559,40.378645
"AV TRECE ROSAS FAROLA 1001              ",-3.6487185,40.4203118
"CASTILLO DE UCLES 18                    ",-3.6273967,40.426931
"AV GENERAL PERON FAROLA 11              ",-3.696894,40.4522945
"ARENAL 13                               ",-3.7070627,40.4172469
"AV CARABANCHEL ALTO 64                  ",-3.7533687,40.3698794
"CNO VIEJO DE VILLAVERDE                 ",-3.7108229,40.3695982
"PZ PUERTA DEL SOL 6                     ",-3.7030921,40.4165927
"SAN LUCAS 2                             ",-3.6966834,40.4237107
"JOAQUIN MARIA LOPEZ 3                   ",-3.7086676,40.4373736
"ARROYO DEL OLIVAR-COL ERILLAS           ",-3.6654811,40.3937262
"ALFONSO XII 42",-3.6892098,40.4131536
"CERAMICA 35                             ",-3.742563,40.3900011
"FERMIN CABALLERO 61                     ",-3.7105891,40.4822636
"M 30 KM 8,200 LAT CALZADA 1             ",-3.7224778,40.4210557
"CONDE DE ROMANONES 1                    ",-3.7045062,40.413916
"MAR CASPIO 33                           ",-3.6441345,40.4735646
"ATOCHA FTE 117",-3.6987146,40.4121785
"PZ ISABEL II 1                          ",-3.7092233,40.4177145
"SERRANO-JORGE MANRIQUE                  ",-3.6873419,40.4431764
"M 30 C 1 EMBAJADORES                    ",-3.7070408,40.4110235
"ANTOÑITA JIMENEZ-BELMONTE TAJO          ",-3.7200157,40.3908065
"SAN GERARDO 25                          ",-3.7231708,40.4684813
"VIRGEN DE LAS VIÑAS-ZAZUAR              ",-3.6079604,40.3806575
"JUAN RAMON JIMENEZ                      ",-3.6866609,40.4596982
"JOSE BARDASANO BAOS S/N                 ",-3.6722952,40.4679969
"PZ ALCALDE MORENO TORRES",-3.6572986,40.4886585
"AREVALO LARA-PASTRANA",-3.6334215,40.4419854
"SAN CIPRIANO-AV DAROCA                  ",-3.6099959,40.4041649
"PUERTO BALBARAN-MANUEL LAGUNA           ",-3.6666591,40.3807665
"BRAVO MURILLO 116                       ",-3.703564,40.4482445
"BOLIVAR 15                              ",-3.6907335,40.3926955
"MAYOR 81                                ",-3.7138667,40.4149564
"INMACULADA CONCEPCION 19",-3.7120448,40.393309
"BOSCO POL CERAMICA                      ",-3.65524,40.40446
"DOCTOR ESQUERDO-LIRA                    ",-3.6701478,40.4084795
"M 30 NORTE KM 10                        ",-3.7224778,40.4210557
"CAVA BAJA 5                             ",-3.7082718,40.413292
"DOLORES FOLGUERAS 10                    ",-3.6581713,40.3931329
"ARTURO SORIA FTE 130                    ",-3.6583671,40.458032
"VELAZQUEZ 52",-3.6837536,40.427352
"MAESTRO ARBOS 23                        ",-3.695091,40.388462
"PZ CASTILLO DE LA MOTA 1                ",-3.62927,40.42766
"ARGANDA-GARGANTILLA                     ",-3.4479915,40.3064074
"CABALLERO DE GRACIA 22                  ",-3.6999427,40.4192741
"MIRA EL RIO BAJA 9                      ",-3.7092289,40.4087715
"N III VIA SERVICIO BOSCO                ",-3.7662129,40.4617687
"BOSCO POLIG CERAMICA                    ",-3.65524,40.40446
"M 30 CALZADA 1 A 3                      ",-3.6748806,40.3917495
"SABIOTE-VILLUERCAS                      ",-3.6656735,40.3752824
"GORRION-SIGERICO                        ",-3.729541,40.3962607
"AVENIDA EMILIA ARMIZTA                  ",-3.6957384,40.4704283
"RAMON GOMEZ DE LA SERNA 31",-3.7229504,40.4840782
"HONDURAS-PO HABANA",-3.6808453,40.4609839
"JESUS DEL VALLE-ESCORIAL                ",-3.7043764,40.4243661
"TRAV VAZQUEZ DE MELLA 2                 ",-3.6392171,40.435715
"APOLO. MORALES 1                        ",-3.6847923,40.4635737
"PO ACACIAS-GTA EMBAJADORES              ",-3.7022481,40.4051241
"GERARDO CORDON 53",-3.6525452,40.4273197
"MARIA SEVILLA DIAGO SAMUR",-3.6043694,40.4335495
"FUENLABRADA 6                           ",-3.7149639,40.396725
"TEATRO-RDA LAGO                         ",-3.7404651,40.4159467
"AV ALBUFERA 8",-3.6684771,40.3977772
"VIRGEN DE LLUC 70",-3.6479478,40.4357387
"GENERAL ORAA 18",-3.6849105,40.4361532
"OCA 19",-3.73452,40.38958
"BOIX Y MORER 12                         ",-3.7063063,40.4403556
"A 3 KM 7                                ",-3.6316009,40.3870767
"ROBERTO DOMINGO-AV DONOSTIARRA          ",-3.66101,40.434925
"A 3 KM 7 VIA SERVICIO                   ",-3.71072,40.55463
"VIRGEN DE LA FUENSANTA                  ",-3.6541772,40.4370218
"PEDRO LABORDE 21                        ",-3.64812,40.38839
"GALILEO-JOAQUIN MARIA LOPEZ             ",-3.7129646,40.4376479
"SAN BERNARDO 14                         ",-3.707597,40.4223788
"MARIANO VELA-MAXIMO CARAZO              ",-3.7103255,40.3838452
"RDA LAGO-TEATRO                         ",-3.7404651,40.4159467
"ILDEFONSO GONZALEZ VALENCIA 6           ",-3.7218324,40.3684291
"SESEÑA-ESCALONA",-3.76232,40.39831
"MARTINEZ DE LA RIVA 39                  ",-3.6658632,40.3928043
"TEATRO SN CASA CAMPO                    ",-3.7410773,40.4137949
"PZ CARMEN-SAN ALBERTO                   ",-3.700084,40.413831
"ISLAS HEBRIDAS-ISLA DE YESO             ",-3.7241935,40.4778063
"ARGENSOLA 10",-3.694886,40.4252271
"VALDERROBRES 6",-3.6109674,40.4442458
"RAMIRO DE MAEZTU SN                     ",-3.7211643,40.4486205
"TELLEZ 25                               ",-3.6786491,40.4020884
"ALCOCER-ANOETA                          ",-3.7050631,40.350423
"ALBERDI SN                              ",-3.7071991,40.4678643
"VILLALONSO FTE ESTACION                 ",-3.710518,40.3494055
"RIBERA DEL LOIRA 60                     ",-3.6181392,40.4596023
"EVARISTO SAN MIGUEL 22                  ",-3.7164989,40.4260881
"ALONSO CANO 25",-3.6979658,40.4374181
"DOCTOR LARRA Y CEREZO 1                 ",-3.7354906,40.4108067
"GENERAL RICARDOS-BLASA PEREZ",-3.7266805,40.3918054
"CABEZA 16                               ",-3.7026822,40.4118814
"MARTIRES DE LA VENTILLA 126             ",-3.6959371,40.4725138
"EVANGELIOS 2                            ",-3.6568241,40.4299627
"HUERTA DEL BAYO-EMBAJADORES             ",-3.7055166,40.4079209
"ALCALA 230                              ",-3.6582369,40.4315681
"MATEO INURRIA 143-PZ CASTILLA           ",-3.6863742,40.4667969
"BRAVO MURILLO 226",-3.7006605,40.4581288
"RAMBLA                                  ",-3.5479247,40.4251478
"ORENSE 8",-3.6951123,40.4485407
"GTA BATAN CTRA ZARZON PARKING           ",-3.5809212,40.4131214
"MANUEL ALEIXANDRE 2                     ",-3.6942993,40.3910217
"AMPARO 85                               ",-3.7010487,40.4073927
"SOROLLA 1                               ",-3.7243974,40.4663559
"NICOLAS USERA 1                         ",-3.7058125,40.386872
"POBLADURA DEL VALLE FAROLA 38           ",-3.6204818,40.4246949
"CARLOTA O'NELL-ARTURO SORIA             ",-3.6472635,40.4456365
"FUENTE                                  ",-3.6938537,40.4172548
"SAHARA 58                               ",-3.6921641,40.353154
"ARROYO BELINCOSO 3                      ",-3.6532,40.4084999
"FCO Y JACINTO ALCANTARA 2               ",-3.7242656,40.4267186
"AV ROSALES 131                          ",-3.6778234,40.3517658
"CASTILLO DE SIMANCAS 29                 ",-3.6244917,40.4306249
"AV VEINTICINCO DE SEPTIEMBRE 1          ",-3.6245457,40.4431022
"REAL DE ARGANDA 23                      ",-3.6187131,40.3796907
"PZ ESPAÑA 18",-3.7123753,40.4243122
"MAESTRO ANGEL LLORCA                    ",-3.7141283,40.4437637
"TEATRO FTE PARKING BANCADAS             ",-3.6985785,40.4058993
"CAÑADA SANTISIMO-AV E VALLECAS          ",-3.5981673,40.3652091
"JULIO CAMBA-FCO NAVACERRADA             ",-3.6643979,40.4316983
"GUAREÑA 6                               ",-3.7662213,40.3885037
"LAVAPIES 1 AL 13                        ",-3.7027106,40.4083082
"IMPERIAL 2                              ",-3.7065432,40.4148382
"CTRA PARQUE ATRACCIONES FR 135          ",-3.7500892,40.4118609
"RESINA 47                               ",-3.708252,40.3354911
"OLMO 25 AL 2                            ",-3.7011199,40.4115728
"EUGENIA DE MONTIJO 59                   ",-3.7471987,40.3784935
"GTA EMBAJADORES 6                       ",-3.7025642,40.4044753
"MARTIRES DE ALCALA 4                    ",-3.7135019,40.4277704
"CALLE 30 SALIDA 6 A ALCALA              ",-3.6748806,40.3917495
"REY FRANCISCO 13                        ",-3.7163615,40.4271385
"ALCALA-AV DAROCA                        ",-3.6597338,40.4314414
"RO ATOCHA-ARGUMOSA",-3.6980726,40.4079926
"PO TALLERES-SAN JENARO                  ",-3.7032555,40.3475207
"CNO CUARTEL SN GALP                     ",-3.5787517,40.4679184
"TORPEDERO TUCUMAN 18                    ",-3.6723689,40.4616033
"AV GENERAL FANJUL 3                     ",-3.7658025,40.3839873
"AV LLANO CASTELLANO-M TOVAR             ",-3.6845686,40.4867467
"GUILLERMO DE OSMA 17                    ",-3.6966588,40.3937563
"TENIENTE MUÑOZ DIAZ 10                  ",-3.6576621,40.391053
"AV RAFAELA YBARRA-LEIZA                 ",-3.712332,40.3708169
"SOMBRERETE-MESON DE PAREDES             ",-3.7030376,40.4081979
"PO CASTELLANA 79                        ",-3.69258,40.447558
"AV MIGUEL HERNANDEZ-ASTURIANOS          ",-3.6415883,40.3815947
"M 607 KM 9                              ",-3.6917822,40.5278709
"VERDAD 7                                ",-3.7161471,40.3947941
"GRAN VIA 18                             ",-3.6996936,40.419913
"PO IMPERIAL 26                          ",-3.7174714,40.4054598
"PZ SAN MARTIN 2",-3.7071476,40.4183174
"COOPERATIVA ELECTRICA 3                 ",-3.6607212,40.374934
"MIRADOR DE LA REINA 4 CMP               ",-3.7257349,40.4879739
"CORAZON MARIA 7                         ",-3.6708414,40.4411522
"PO CHOPERA-GENERAL MAROTO               ",-3.6982631,40.3941394
"PRINCIPE DE VERGARA 22                  ",-3.679877,40.425441
"M 30 KM 0 CALZADA EXTERIOR              ",-3.7224778,40.4210557
"SAN ALBERTO-MONTERA                     ",-3.7025092,40.4182277
"JORGE JUAN 99                           ",-3.6721373,40.4233225
"LOPEZ DE ARANDA 24                      ",-3.6373168,40.4428094
"PZ ALCALDE MORENO TORRES                ",-3.6572986,40.4886585
"M 30 KM 11,500 CALZADA 2                ",-3.7224778,40.4210557
"A 42 TOLEDO                             ",-3.7039284,40.395762
"M 30 KM 6,500 LAT CALZADA 2             ",-3.7224778,40.4210557
"PO INFA.ISABEL-ALFONSO XII              ",-3.6855638,40.4084868
"NUESTRA SEÑORA DEL CARMEN F 31          ",-3.7040696,40.4182501
"PO CASTELLANA FAROLA 436                ",-3.689517,40.4533356
"ACEUCHAL 9                              ",-3.7369409,40.3914649
"PO EXTREMADURA 161                      ",-3.7425965,40.4081531
"CLAUDIO COELLO 16                       ",-3.6869034,40.4222395
"CTA DESCARGAS 12                        ",-3.7153667,40.4086827
"PICO DE LOS ARTILLEROS 57               ",-3.6414047,40.4049923
"ALEJANDRO SANCHEZ 115                   ",-3.7164165,40.389228
"AEROPUERTO SALIDA T 4",-3.5715089,40.4704881
"AV ARCENTALES-AV C A VICALVARO          ",-3.5487388,40.3976565
"CLAUDIO COELLO 18                       ",-3.6868416,40.4226673
"DIEGO DE LEON 10                        ",-3.6850357,40.4348833
"CERRO DE LA ALCAZABA 49                 ",-3.6730248,40.3825284
"JOAQUIN COSTA 49                        ",-3.6820928,40.4423692
"LAGUNA DEL MARQUESADO 19                ",-3.7051994,40.3331601
"HIGUERAS 82                             ",-3.7456502,40.4025321
"SAN BERNARDO 38                         ",-3.7072411,40.4237809
"SIERRA CARBONERA-MARTINEZ RIVA          ",-3.665092,40.3903283
"HORNACHOS 8                             ",-3.6691137,40.3737307
"SAN MAXIMILIANO-GERARDO CORDON          ",-3.6518671,40.4262606
"EMBAJADORES F 324                       ",-3.7077387,40.4081286
"AV ENSANCHE DE VALLECAS 90              ",-3.5975016,40.3624756
"CLAVEL 6 Y 8                            ",-3.6992535,40.4204316
"JUAN PANTOJA-TOPETE                     ",-3.7046318,40.4500774
"BRAVO MURILLO 175                       ",-3.7032421,40.4531514
"RAFAEL SALGADO 3                        ",-3.6887693,40.4544488
"PADRE LLANOS 2                          ",-3.6599481,40.3758428
"ALCALA-AV ARAGON                        ",-3.5759559,40.4489964
"M 40 MERCA PT ALTA                      ",-3.7569215,40.4741767
"MARQUES DE LA ENSENADA 2                ",-3.692654,40.4236502
"PO DELICIAS-CACERES                     ",-3.6941355,40.3976701
"MARISMAS 13                             ",-3.6544106,40.4032718
"LUNA-CORREDERA BAJA SAN PABLO           ",-3.7055797,40.421573
"AV CANILLEJAS VICALVARO FA 154          ",-3.6114963,40.4265121
"FRAGATA 11                              ",-3.7341669,40.3936116
"MIGUEL DELIBES-T CALZADA                ",-3.8065481,40.1916836
"ALFONSO XII 22                          ",-3.6892181,40.4163829
"HERMANOS GARCIA NOBLEJAS 69             ",-3.630549,40.4280381
"AV AMERICA 31                           ",-3.6731474,40.4393616
"CARRERO JUAN RAMON 33                   ",-3.7309956,40.3807911
"BARROS-SERENA                           ",-3.66887,40.37678
"GENERAL IBAÑEZ DE IBERO                 ",-3.7104944,40.4451221
"SICELIDAS 10                            ",-3.6377325,40.4635578
"JOSE ORTEGA Y GASSET 17                 ",-3.6855799,40.4306529
"M 607 M 11                              ",-3.6910168,40.5071885
"DOCTOR TOLOSA LATOUR FAROLA 48          ",-3.6421093,40.3819917
"CARRETAS FTE 21                         ",-3.7032199,40.4153838
"AV CANILLEJAS A VICALVARO 57            ",-3.6124248,40.4359374
"LUCHANA-TRAFALGAR                       ",-3.7000105,40.4306095
"CARNICER 15",-3.7050978,40.4495038
"YEBENES F 21                            ",-3.7537907,40.3958196
"MENDEZ ALVARO FTE 56                    ",-3.6843626,40.3993905
"PORTALEGRE 17                           ",-3.7235078,40.3882818
"PUERTO MORCUERA-CANDILEJAS              ",-3.6661331,40.3830521
"ESTEBAN COLLANTES 40                    ",-3.638849,40.4321982
"TOLEDO 102                              ",-3.7112037,40.4079149
"ISABELITA USERA 51                      ",-3.7074756,40.3819136
"ARRIAGA 41                              ",-3.6431496,40.4261764
"PO EXTREMADURA 21                       ",-3.733166,40.4117855
"CAPITAN HAYA 47                         ",-3.6918813,40.4626429
"MARCELO USERA 155                       ",-3.7143919,40.3849514
"FERROCARRIL 42                          ",-3.6982095,40.4011975
"CERRO ALMODOVAR A 3                     ",-3.6054532,40.3862211
"M 30 14RN25 CALZADA 2 A 42              ",-3.7224778,40.4210557
"CRISTO DE LA VICTORIA FAR 40            ",-3.7117381,40.433565
"ARTURO SORIA 247                        ",-3.6660655,40.4661726
"ARTURO SORIA 1                          ",-3.63882,40.43837
"AV AVIACION A 5                         ",-3.7780126,40.3751202
"MODESTO LAFUENTE 41                     ",-3.6960333,40.442616
"MARIA MAEZTU-FLORENCIO PINAR            ",-3.7226949,40.4948048
"OCA 27                                  ",-3.7355832,40.3896205
"AV OPORTO-FRANCISCO DE ICAZA            ",-3.7267304,40.385929
"PZ MOSTENSES-RICARDO LEON               ",-3.7089047,40.4229927
"SUECIA                                  ",-3.6962818,40.4178139
"DOCTOR ESQUERDO-VALDERRIBAS             ",-3.6731328,40.4032567
"PO JESUITAS-GALIANA                     ",-3.731169,40.4103591
"GENERAL ALVAREZ DE CASTRO 21            ",-3.7025433,40.4357602
"PUERTO RICO-COSTA RICA                  ",-3.6721393,40.4586849
"VILLALONSO 47                           ",-3.7136915,40.3490362
"BRAVO MURILLO 45                        ",-3.7044257,40.4378439
"FRANCOS RODRIGUEZ 20                    ",-3.7039815,40.4554572
"DIEGO DE LEON-CONDE PEÑALVER            ",-3.67497,40.434175
"VIA 57                                  ",-3.7088665,40.4218207
"GUZMAN EL BUENO-DONOSO CORTES           ",-3.7130389,40.4364048
"M 30 KM 1,500 LAT CALZADA 2             ",-3.7224778,40.4210557
"GRAN VIA 57                             ",-3.7089226,40.421872
"PO SANTA MARIA DE LA CABEZA 95          ",-3.7068132,40.3920409
"AV PEÑA PRIETA 34                       ",-3.6665159,40.4002774
"AV MONTE IGUELDO-AV P PRIETA            ",-3.6695916,40.393811
"AV NUESTRA SEÑORA DE FATIMA 90          ",-3.7485279,40.3811357
"BASILICA 19                             ",-3.6965898,40.4491106
"PZ AGUSTIN GONZALEZ 1                   ",-3.6471256,40.4276482
"PO PINTOR ROSALES 82                    ",-3.7248404,40.4324585
"HERMANOS PINZON-PO HABANA               ",-3.6892939,40.449043
"ARLABAN-SEVILLA                         ",-3.6988732,40.4172398
"GARCIA LLAMAS 35                        ",-3.6697048,40.3854852
"A 5 KM 9,200                            ",-3.7805121,40.3869788
"M 30 CONVENIO                           ",-3.7224778,40.4210557
"AV LUIS ARAGONES VIAL ESTADIO           ",-3.5994674,40.4361939
"ENRIQUE VELASCO 7                       ",-3.6629671,40.3964421
"SAN MARCOS 37                           ",-3.6971907,40.4212523
"PO CASTELLANA 136                       ",-3.6900992,40.4512927
"CERRO NEGRO 5                           ",-3.671602,40.3966634
"ALBASANZ 6",-3.6342602,40.4351523
"ESCUELAS 18                             ",-3.7273767,40.3182819
"ANTONIO DE LEYVA 52                     ",-3.7155074,40.3921897
"FERNANDEZ DE LOS RIOS 95                ",-3.7178897,40.4353563
"SUECIA 97                               ",-3.6962818,40.4178139
"PEDROCHES 2                             ",-3.6704184,40.3795401
"AV SAN DIEGO-CARLOS M ALVAREZ           ",-3.66645,40.38578
"ALCALA PTE VENTAS M 30                  ",-3.6592846,40.4333089
"ANOETA 29                               ",-3.6983499,40.3524536
"RICARDO ORTIZ 42                        ",-3.6581572,40.4263085
"BRAVO MURILLO 189                       ",-3.7031588,40.4540516
"GLORIETA ABROÑIGAL CALLE 30             ",-3.6735545,40.3874617
"CTRA EXTREMADURA KM 9,200               ",-3.8013958,40.3710914
"PZ SAN JUAN DE LA CRUZ 2                ",-3.6932336,40.4410183
"MARCELO USERA 16                        ",-3.7007398,40.3874843
"JOSE ORTEGA Y GASSET 8                  ",-3.6860725,40.4302701
"VIA LIMITE 91                           ",-3.6943209,40.4734954
"PEÑA DE VARGAS 15                       ",-3.6225167,40.3737822
"VIA CARPETANA 326                       ",-3.7427813,40.3916392
"MATEO INURRIA-ENRIQUE LARRETA           ",-3.68536,40.466915
"ARTISTAS 33                             ",-3.7010254,40.4475226
"ARTURO SORIA-NATALIA DE SILVA           ",-3.644671,40.4445164
"PATERNA SN                              ",-3.6848081,40.3414411
"FUENCARRAL 158                          ",-3.7039061,40.4331057
"PO GIGANTES Y CABEZUDOS SN              ",-3.6935717,40.3563374
"AV NICETO ALCALA ZAMORA 95              ",-3.6582252,40.4997871
"AV ENTREVIAS 1                          ",-3.6721936,40.3897748
"AMADOR RIOS-FERNANDO EL SANTO           ",-3.6910867,40.4280844
"ORENSE                                  ",-3.6948741,40.454012
"MENDEZ ALVARO SN                        ",-3.6843626,40.3993905
"JULIAN ROMEA 15                         ",-3.716261,40.4424708
"AV DOCTOR ARCE 32 B                     ",-3.67888,40.44827
"ALBASANZ 24                             ",-3.6299432,40.4366832
"AV ALBERTO ALCOCER-PZ CUZCO             ",-3.6899247,40.4583516
"AV REINA VICTORIA 10                    ",-3.7054769,40.4472668
"ALFARO 36                               ",-3.7368192,40.3900221
"JERONIMA LLORENTE 65                    ",-3.7081481,40.4533099
"AV DOCTOR ARCE                          ",-3.6817217,40.446622
"CLAUDIO SANCHEZ ALBORNOZ                ",-3.7728586,40.3976172
"JILGUERO 7                              ",-3.7294657,40.3837441
"BRAVO MURILLO 260                       ",-3.6985354,40.4602503
"FERMIN DONAIRE 2                        ",-3.7116727,40.379707
"GENERAL ARANAZ 31                       ",-3.6380225,40.4419687
"JOAQUIN COSTA 25                        ",-3.686865,40.446089
"PZ LEALTAD 2                            ",-3.6920005,40.4161802
"ANTEQUERA 15                            ",-3.6917496,40.3688536
"MELENDEZ VALDES 24                      ",-3.7107432,40.4331217
"FRANCISCO SILVELA 56                    ",-3.6746886,40.4351318
"CALLE 30 KM 2,800 CTRAL C 1             ",-3.6748806,40.3917495
"M 30 KM 4,700 CTRAL CALZADA 1           ",-3.6748806,40.3917495
"PRINCESA 35                             ",-3.7149998,40.4285462
"M 30 KM 2,400 CALZADA 1                 ",-3.7224778,40.4210557
"M 30 KM 4,800 CTRAL CALZADA 2           ",-3.7224778,40.4210557
"CLINICA DE LA CONCEPCION                ",-3.7191389,40.4387586
"AV NUESTRA SEÑORA DE FATIMA 47          ",-3.74681,40.38399
"PZ CEBADA 5                             ",-3.7093021,40.4114659
"SERRANO 140                             ",-3.6856879,40.4414442
"PILARICA 5                              ",-3.7034142,40.3871699
"BRAVO MURILLO 184                       ",-3.7026439,40.454313
"OLVIDO-ANTONIO SALVADOR                 ",-3.7025918,40.3851288
"AV PABLO IGLESIAS 33                    ",-3.7096594,40.4485039
"FRANCISCO RIOJA                         ",-3.6379915,40.4303893
"CAMARENA 306                            ",-3.7577686,40.3857304
"MARTINEZ DE LA RIVA 50                  ",-3.6657437,40.3918584
"BRAVO MURILLO 283                       ",-3.6989313,40.4604731
"DOCTOR CIRAJAS 14                       ",-3.6377689,40.4351263
"AZCA PRIMER NIVEL PL 07 420             ",-3.6922981,40.4490145
"AVIADOR ZORITA 17                       ",-3.6985668,40.4487084
"ILIADA 27                               ",-3.608386,40.4359327
"INDALECIO FERNANDEZ 10                  ",-3.6944685,40.3807176
"CERRO NEGRO-GANDIA                      ",-3.670607,40.3978277
"PILARICA 9                              ",-3.703356,40.3870427
"AYERBE 4                                ",-3.5811161,40.4681194
"EZEQUIEL SOLANA 60                      ",-3.6442752,40.4296389
"CARABIAS CTRA BOADILLA MONTE            ",-3.7671917,40.3990151
"PUENTE PEDRO BOSCH",-3.6770454,40.3984729
"CNO POZUELO-CAÑADA REAL",-3.7865937,40.4541023
"ANTONIO DE LEYVA 2                      ",-3.7152995,40.3971841
"PZ JACINTO BENAVENTE                    ",-3.7032868,40.4143301
"CAMINO VIEJO DE LEGANES 181             ",-3.7321104,40.3798887
"PO SANTA MARIA CABEZA KM 2,600          ",-3.7041702,40.3957595
"GENERAL DIAZ PORLIER 89                 ",-3.676724,40.4331402
"A 3 KM 7,500                            ",-3.6698636,40.4068232
"BOLDANO 4                               ",-3.6404049,40.4373471
"PO DELICIAS 82                          ",-3.6945622,40.3980879
"GTA PIRAMIDES 5                         ",-3.7154224,40.4011137
"VIRGEN VIÑAS-ZAZUAR MERCADO             ",-3.6059801,40.3828353
"FARMACIA 10",-3.6995095,40.423888
"MADRIDEJOS 10                           ",-3.7106187,40.3857412
"FERNANDO GARRIDO 5                      ",-3.7091899,40.4334612
"AV HISPANIDAD GTA CTRO C AEREA          ",-3.58247,40.45511
"PO EMBARCADERO-PO PUERT.ANGEL           ",-3.7308152,40.4094474
"VENTORRILLO 9                           ",-3.7054205,40.4069403
"BASCUÑUELOS-NAVAS DE BUITRAGO           ",-3.7187365,40.3377026
"JOSE FENTANES                           ",-3.7249496,40.4649758
"AMERICO CASTRO 16                       ",-3.6553285,40.4945759
"CABALLE.GRACIA 42                       ",-3.6977195,40.4189092
"AMOR HERMOSO 26                         ",-3.704109,40.3861079
"MONTERA 20                              ",-3.7024443,40.417971
"VIA DE DUBLIN                           ",-3.6245895,40.4702898
"PEDRO RICO-ARZOB.MORCILLO               ",-3.6993317,40.4835777
"ENRIQUE DE LA MATA GOROSTIZAGA          ",-3.6895586,40.4330237
"HIGUERAS-HILARIO SANGRADOR              ",-3.7429826,40.4077181
"FUENTE DE SAN PEDRO-C TILLY             ",-3.6030317,40.40305
"PADRE DAMIAN-JUAN R JIMENEZ             ",-3.6869137,40.4561201
"SERRANO-PEDRO VALDIVIA                  ",-3.6861429,40.4392899
"AV ALBUFERA 29",-3.6664633,40.3972045
"JAVIER DE MIGUEL-PAYASO FOFO            ",-3.66076,40.38766
"M 30 KM 4,400 CALZADA 2                 ",-3.7224778,40.4210557
"AV AMERICA-CORAZON DE MARIA",-3.6724945,40.4400002
"PZ CIBELES-PO PRADO",-3.6923122,40.4188533
"ORENSE 64                               ",-3.6938317,40.4613809
"ALCALA 18                               ",-3.6991939,40.4176374
"TRAV TRUJILLOS 1",-3.7072216,40.4186377
"CAPRI-AV GUADALAJARA                    ",-3.6206019,40.4193559
"AV ARAGON-AV G LLORENTE                 ",-3.564997,40.4494194
"CONCEPCION ARENAL-DESENGAÑO             ",-3.7046756,40.4211249
"CARRETAS 9",-3.7031015,40.4162019
"RAIMUNDO FDEZ VILLAVERDE 3              ",-3.7029807,40.4470167
"IBIZA 62                                ",-3.6709199,40.417761
"TORRE ARIAS-ALCALA                      ",-3.6184612,40.4437972
"CONVENIO 31                             ",-3.6716,40.39105
"FUENTE DEL BERRO 33                     ",-3.6708777,40.4239386
"ENCARNACION OVIOL 68                    ",-3.6853396,40.3508484
"CROMO-ANTRACITA                         ",-3.6888659,40.3907402
"ALFONSO XI-ANTONIO MAURA                ",-3.6904668,40.4165551
"RODRIGU. MARIN 14                       ",-3.6816851,40.4451101
"PRINCESA 10                             ",-3.7123904,40.4256119
"ALCALA 178                              ",-3.6659073,40.4292938
"MENDEZ ALVARO 1 EST ATOCHA              ",-3.6917739,40.407398
"OLID 3                                  ",-3.7030235,40.4318181
"M 30 KM 2 AL KM 0 DECRECIENTE           ",-3.7224778,40.4210557
"PAUL GUINARD 1                          ",-3.7303013,40.4398504
"BRAVO MURILLO 133                       ",-3.7036926,40.4501331
"M 500 CALLE 30                          ",-3.6748806,40.3917495
"JOSE MARIA PEREDA                       ",-3.6479169,40.4301808
"FUENTE DE SAN PEDRO 6                   ",-3.6036712,40.4032003
"AV PESETA 83",-3.7504519,40.3625277
"CRUZ DEL SUR-ASTROS",-3.66854,40.41153
"ALCALA-SANTA LEONOR                     ",-3.6328612,40.4393317
